name,distance,moving_time,start_date_local,total_elevation_gain,type,average_heartrate,max_heartrate,average_speed,max_speed,date,hour,weekday,week,month,year,distance_km,moving_time_min,pace,pace_zone,time_of_day
Morning Run,4422.4,1766,2020-03-15 10:21:11+00:00,3.2,Run,,,2.504,8.7,2020-03-15,10,Sunday,11,3,2020,4.4224,29.433333333333334,6.65551133622769,🚶 Recovery (> 6:30),🌅 Morning
Evening Run,6125.7,2386,2020-03-13 20:38:22+00:00,12.7,Run,,,2.567,7.4,2020-03-13,20,Friday,11,3,2020,6.1257,39.766666666666666,6.491775089649618,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,9957.1,3205,2020-03-11 19:24:04+00:00,121.3,Run,,,3.107,4.3,2020-03-11,19,Wednesday,11,3,2020,9.9571,53.416666666666664,5.364681148794997,⚡ Tempo (4:30-5:30),🌙 Evening
Afternoon Run,10055.3,3046,2020-03-08 15:10:35+00:00,52.0,Run,,,3.301,6.5,2020-03-08,15,Sunday,10,3,2020,10.055299999999999,50.766666666666666,5.048747095230045,⚡ Tempo (4:30-5:30),☀️ Afternoon
Morning Run,443.4,106,2020-03-07 09:33:02+00:00,2.7,Run,,,4.183,8.9,2020-03-07,9,Saturday,10,3,2020,0.44339999999999996,1.7666666666666666,3.9843632536460687,🔥 Speed (< 4:30),🌅 Morning
Evening Run,6101.5,1928,2020-03-05 20:28:53+00:00,10.1,Run,,,3.165,7.6,2020-03-05,20,Thursday,10,3,2020,6.1015,32.13333333333333,5.2664645305799125,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,10105.6,3213,2020-03-04 20:25:02+00:00,38.6,Run,,,3.145,14.2,2020-03-04,20,Wednesday,10,3,2020,10.1056,53.55,5.299042115262824,⚡ Tempo (4:30-5:30),🌙 Evening
Afternoon Run,499.6,152,2020-02-29 15:08:22+00:00,0.0,Run,,,3.287,3.8,2020-02-29,15,Saturday,9,2,2020,0.49960000000000004,2.533333333333333,5.070723245262876,⚡ Tempo (4:30-5:30),☀️ Afternoon
Afternoon Run,4010.5,1146,2020-02-29 14:40:15+00:00,4.3,Run,,,3.5,4.3,2020-02-29,14,Saturday,9,2,2020,4.0105,19.1,4.762498441590824,⚡ Tempo (4:30-5:30),☀️ Afternoon
Afternoon Run,25216.2,9919,2020-02-23 16:08:24+00:00,68.4,Run,,,2.542,12.9,2020-02-23,16,Sunday,8,2,2020,25.2162,165.31666666666666,6.555970632635633,🚶 Recovery (> 6:30),☀️ Afternoon
Evening Run,6051.0,2196,2020-02-19 20:15:51+00:00,17.0,Run,,,2.755,5.2,2020-02-19,20,Wednesday,8,2,2020,6.051,36.6,6.048587010411502,🏃 Easy (5:30-6:30),🌙 Evening
Afternoon Run,20165.7,7644,2020-02-15 15:55:12+00:00,29.0,Run,,,2.638,7.5,2020-02-15,15,Saturday,7,2,2020,20.1657,127.4,6.3176582017981024,🏃 Easy (5:30-6:30),☀️ Afternoon
Evening Run,6127.5,2433,2020-02-14 20:22:59+00:00,14.3,Run,,,2.518,7.3,2020-02-14,20,Friday,7,2,2020,6.1275,40.55,6.617707058343532,🚶 Recovery (> 6:30),🌙 Evening
Afternoon Run,14491.4,4649,2020-02-09 15:04:08+00:00,59.4,Run,,,3.117,9.5,2020-02-09,15,Sunday,6,2,2020,14.4914,77.48333333333333,5.346849395733561,⚡ Tempo (4:30-5:30),☀️ Afternoon
Night Run,5095.2,1898,2020-02-03 21:26:39+00:00,2.8,Run,,,2.685,7.1,2020-02-03,21,Monday,6,2,2020,5.0952,31.633333333333333,6.208457633328099,🏃 Easy (5:30-6:30),🌙 Evening
Afternoon Run,6537.0,1891,2020-02-02 17:28:03+00:00,3.5,Run,,,3.457,10.2,2020-02-02,17,Sunday,5,2,2020,6.537,31.516666666666666,4.821273774922237,⚡ Tempo (4:30-5:30),☀️ Afternoon
Evening Run,4903.2,1425,2020-01-29 20:12:38+00:00,58.1,Run,,,3.441,6.0,2020-01-29,20,Wednesday,5,1,2020,4.9032,23.75,4.8437754935552295,⚡ Tempo (4:30-5:30),🌙 Evening
Lunch Run,2793.1,1086,2020-01-27 11:53:18+00:00,10.6,Run,,,2.572,6.0,2020-01-27,11,Monday,5,1,2020,2.7931,18.1,6.480254913894957,🏃 Easy (5:30-6:30),🌅 Morning
Evening Run,6079.4,1816,2020-01-22 20:12:50+00:00,6.8,Run,,,3.348,5.0,2020-01-22,20,Wednesday,4,1,2020,6.0794,30.266666666666666,4.97856148084789,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,15107.3,4926,2020-01-15 19:55:33+00:00,50.0,Run,165.2,187.0,3.067,7.1,2020-01-15,19,Wednesday,3,1,2020,15.107299999999999,82.1,5.434458837780411,⚡ Tempo (4:30-5:30),🌙 Evening
Afternoon Run,15026.3,4751,2020-01-11 16:52:18+00:00,19.2,Run,168.4,183.0,3.163,5.0,2020-01-11,16,Saturday,2,1,2020,15.026299999999999,79.18333333333334,5.269649436876233,⚡ Tempo (4:30-5:30),☀️ Afternoon
Lunch Run,10150.0,3010,2020-01-01 11:02:42+00:00,10.7,Run,171.6,188.0,3.372,7.6,2020-01-01,11,Wednesday,1,1,2020,10.15,50.166666666666664,4.942528735632184,⚡ Tempo (4:30-5:30),🌅 Morning
Evening Run,5346.4,1623,2019-12-26 18:41:54+00:00,3.8,Run,168.0,183.0,3.294,5.1,2019-12-26,18,Thursday,52,12,2019,5.3464,27.05,5.059479275774353,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,5182.0,1505,2019-12-18 20:16:06+00:00,80.2,Run,155.1,185.0,3.443,5.9,2019-12-18,20,Wednesday,51,12,2019,5.182,25.083333333333332,4.840473433680689,⚡ Tempo (4:30-5:30),🌙 Evening
Morning Run,7065.3,2180,2019-12-08 08:08:29+00:00,33.8,Run,161.8,178.0,3.241,12.7,2019-12-08,8,Sunday,49,12,2019,7.065300000000001,36.333333333333336,5.14250397482532,⚡ Tempo (4:30-5:30),🌅 Morning
Evening Run,1662.5,587,2019-12-03 20:39:09+00:00,20.2,Run,123.5,163.0,2.832,7.1,2019-12-03,20,Tuesday,49,12,2019,1.6625,9.783333333333333,5.8847117794486214,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,5646.2,1676,2019-12-03 20:05:47+00:00,67.1,Run,125.3,152.0,3.369,4.4,2019-12-03,20,Tuesday,49,12,2019,5.646199999999999,27.933333333333334,4.9472801766379755,⚡ Tempo (4:30-5:30),🌙 Evening
Night Run,2809.6,860,2019-11-29 22:14:05+00:00,15.4,Run,154.1,176.0,3.267,5.7,2019-11-29,22,Friday,48,11,2019,2.8096,14.333333333333334,5.101556567957479,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,5024.8,1620,2019-11-20 20:15:53+00:00,22.8,Run,,,3.102,5.0,2019-11-20,20,Wednesday,47,11,2019,5.0248,27.0,5.373348192962904,⚡ Tempo (4:30-5:30),🌙 Evening
Night Run,5004.6,1477,2019-11-19 21:00:07+00:00,3.0,Run,,,3.388,5.8,2019-11-19,21,Tuesday,47,11,2019,5.0046,24.616666666666667,4.918808029945783,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,3997.5,1018,2019-11-13 20:07:53+00:00,7.4,Run,,,3.927,10.5,2019-11-13,20,Wednesday,46,11,2019,3.9975,16.966666666666665,4.244319366270585,🔥 Speed (< 4:30),🌙 Evening
Morning Run,10005.2,2980,2019-11-10 09:01:42+00:00,10.8,Run,,,3.357,5.1,2019-11-10,9,Sunday,45,11,2019,10.0052,49.666666666666664,4.964085342288676,⚡ Tempo (4:30-5:30),🌅 Morning
Evening Run,5448.5,1668,2019-10-27 20:20:37+00:00,2.5,Run,,,3.266,4.2,2019-10-27,20,Sunday,43,10,2019,5.4485,27.8,5.102321739928421,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,2726.6,797,2019-10-27 20:00:14+00:00,2.8,Run,,,3.421,5.5,2019-10-27,20,Sunday,43,10,2019,2.7266,13.283333333333333,4.871757255678623,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,1897.1,640,2019-10-16 20:49:17+00:00,5.3,Run,,,2.964,4.8,2019-10-16,20,Wednesday,42,10,2019,1.8971,10.666666666666666,5.622616976789134,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,2651.4,792,2019-10-16 20:24:21+00:00,5.7,Run,,,3.348,4.1,2019-10-16,20,Wednesday,42,10,2019,2.6514,13.2,4.978501923512106,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,2965.4,1082,2019-10-13 19:30:59+00:00,13.8,Run,,,2.741,4.1,2019-10-13,19,Sunday,41,10,2019,2.9654000000000003,18.033333333333335,6.081248173377397,🏃 Easy (5:30-6:30),🌙 Evening
Night Run,4980.8,1623,2019-10-08 21:54:42+00:00,6.4,Run,,,3.069,4.2,2019-10-08,21,Tuesday,41,10,2019,4.9808,27.05,5.430854481207838,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,2965.7,1152,2019-10-04 20:44:15+00:00,10.4,Run,,,2.574,3.8,2019-10-04,20,Friday,40,10,2019,2.9657,19.2,6.474019624371986,🏃 Easy (5:30-6:30),🌙 Evening
Night Run,677.3,236,2019-10-03 21:36:37+00:00,2.4,Run,,,2.87,4.6,2019-10-03,21,Thursday,40,10,2019,0.6772999999999999,3.933333333333333,5.807372410059551,🏃 Easy (5:30-6:30),🌙 Evening
Night Run,1996.0,714,2019-10-03 21:18:44+00:00,31.9,Run,,,2.796,4.8,2019-10-03,21,Thursday,40,10,2019,1.996,11.9,5.961923847695391,🏃 Easy (5:30-6:30),🌙 Evening
